,index,Track,Artist,Album,Plays,Year,Month,Hour,Temperature
3115,3697,Salty Sailor,David Arkenstone,World of Warcraft: Taverns of Azeroth Original Soundtrack,1,2019.0,12.0,21.0,66.0
3116,3698,Watchman's Ease,Jeremy Soule,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,1,2019.0,12.0,21.0,66.0
3117,3699,Echoes of the Roman Ruins,Jesper Kyd,Assassin's Creed Brotherhood (Original Game Soundtrack),1,2019.0,12.0,21.0,66.0
3118,3700,From Past to Present,Jeremy Soule,The Elder Scrolls V: Skyrim: Original Game Soundtrack,1,2019.0,12.0,21.0,66.0
3119,3701,Stonefire,David Arkenstone,World of Warcraft: Taverns of Azeroth Original Soundtrack,1,2019.0,12.0,21.0,66.0
3120,3702,Trine 2 Main Theme,Ari Pulkkinen,Trine 2 Soundtrack Special Edition,1,2019.0,12.0,21.0,66.0
3121,3703,Devil's Backbone,The Civil Wars,The Civil Wars,1,2019.0,12.0,9.0,66.0
3122,1337,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,The Heist,1,2020.0,10.0,2.0,65.5
3123,3773,Ocean,Flor,come out. you're hiding (Deluxe),1,2018.0,11.0,6.0,65.5
3124,3774,Too Much (feat. Timbaland),Zayn,Too Much (feat. Timbaland),1,2018.0,11.0,6.0,65.5
3125,3775,Amor Malo,Omar Apollo,Stereo,1,2018.0,11.0,6.0,65.5
3126,3210,Hard Time Killing Floor Blues - From “O Brother Where Art Thou” Soundtrack,Chris Thomas King,O Brother Where Art Thou? (Soundtrack),1,2018.0,4.0,21.0,64.5
3127,3211,You Are My Sunshine - From “O Brother Where Art Thou” Soundtrack,Norman Blake,O Brother Where Art Thou? (Soundtrack),1,2018.0,4.0,21.0,64.5
3128,3212,Roll Jordan Roll,John Legend,12 Years A Slave (Music From and Inspired by the Motion Picture),1,2018.0,4.0,21.0,64.5
3129,1400,OK,6 dogs,OK,1,2018.0,10.0,23.0,64.0
3130,1401,no savage,6 dogs,6 Dogs,1,2018.0,10.0,23.0,64.0
3131,1402,Off The Gas (feat. Lil Skies),6 dogs,Off The Gas (feat. Lil Skies),1,2018.0,10.0,23.0,64.0
3132,3495,A Wolf Who Wears Sheeps Clothes,Mac DeMarco,This Old Dog,1,2019.0,2.0,19.0,64.0
3133,3496,Blue Boy,Mac DeMarco,Salad Days,1,2019.0,2.0,19.0,64.0
3134,3497,The Way You'd Love Her,Mac DeMarco,Another One,1,2019.0,2.0,19.0,64.0
3135,3498,My Old Man,Mac DeMarco,This Old Dog,1,2019.0,2.0,19.0,64.0
3136,3499,Chamber of Reflection,Mac DeMarco,Salad Days,1,2019.0,2.0,18.0,64.0
3137,3500,My Kind of Woman,Mac DeMarco,2,1,2019.0,2.0,18.0,64.0
3138,3501,One More Love Song,Mac DeMarco,One More Love Song,1,2019.0,2.0,18.0,64.0
3139,3502,Salad Days,Mac DeMarco,Salad Days,1,2019.0,2.0,18.0,64.0
3140,3503,Ode to Viceroy,Mac DeMarco,2,1,2019.0,2.0,18.0,64.0
3141,3505,T'd Up,Rae Sremmurd,T’d Up,1,2018.0,2.0,8.0,64.0
3142,1365,Dicko Mode,DJ Splash Drip,Kusorare,1,2019.0,10.0,21.0,63.5
3143,1472,Young Chasers,Circa Waves,Young Chasers,1,2018.0,10.0,9.0,63.5
3144,3141,Leaving It Up to You,George Ezra,Wanted on Voyage,1,2019.0,4.0,14.0,63.5
3145,3341,There's a Reason Why (I Never Returned Your Calls),Blossoms,Cool Like You (Deluxe),1,2019.0,3.0,10.0,63.5
3146,3342,Charlemagne,Blossoms,Blossoms,1,2019.0,3.0,10.0,63.5
3147,3343,Mountain Sound,Of Monsters and Men,My Head Is an Animal,1,2019.0,3.0,10.0,63.5
3148,3344,Believe,Mumford & Sons,Wilder Mind,1,2019.0,3.0,10.0,63.5
3149,3345,Moving To New York,The Wombats,Proudly Present... A Guide To Love Loss & Desperation (Special Edition),1,2019.0,3.0,10.0,63.5
3150,3129,Jonestown (Interlude),Post Malone,beerbongs & bentleys,1,2018.0,4.0,17.0,63.0
3151,3130,Same Bitches,Post Malone,beerbongs & bentleys,1,2018.0,4.0,16.0,63.0
3152,3131,92 Explorer,Post Malone,beerbongs & bentleys,1,2018.0,4.0,16.0,63.0
3153,3132,Otherside,Post Malone,beerbongs & bentleys,1,2018.0,4.0,15.0,63.0
3154,3133,Ball for Me,Post Malone,beerbongs & bentleys,1,2018.0,4.0,15.0,63.0
3155,3135,If I'd Have Known It Was The Last (second position),Codes In The Clouds,As The Spirit Wanes,1,2018.0,4.0,14.0,63.0
3156,3136,Eternity,Jordan Critz,Kingdom,1,2018.0,4.0,14.0,63.0
3157,3137,Ether,Mogwai,Ether,1,2018.0,4.0,14.0,63.0
3158,3138,Time - Ambient Version,The American Dollar,Music for Chilling Out,1,2018.0,4.0,14.0,63.0
3159,3139,As The Lights Fade Away,The Echelon Effect,Atlantic,1,2018.0,4.0,14.0,63.0
3160,3140,From Embrace To Embrace,Joy Wants Eternity,You Who Pretend to Sleep,1,2018.0,4.0,14.0,63.0
3161,3764,Better Together,Jack Johnson,In Between Dreams,1,2019.0,11.0,12.0,63.0
3162,3766,How To Draw / Petrichor,The 1975,A Brief Inquiry Into Online Relationships,1,2018.0,11.0,11.0,63.0
3163,3767,TOOTIMETOOTIMETOOTIME,The 1975,A Brief Inquiry Into Online Relationships,1,2018.0,11.0,11.0,63.0
3164,3768,Give Yourself A Try,The 1975,A Brief Inquiry Into Online Relationships,1,2018.0,11.0,11.0,63.0
3165,3769,The 1975,The 1975,A Brief Inquiry Into Online Relationships,1,2018.0,11.0,11.0,63.0
3166,1325,Waiting For My Ruca,Sublime,40oz. To Freedom,1,2019.0,10.0,13.0,62.5
3167,3490,223's (feat. 9lokknine),YNW Melly,223's (feat. 9lokknine),1,2020.0,2.0,23.0,62.5
3168,3491,Maps,Maroon 5,V (Deluxe),1,2020.0,2.0,23.0,62.5
3169,3492,Your Love Is My Drug,Ke$ha,Animal,1,2020.0,2.0,23.0,62.5
3170,3493,Babydoll,Dominic Fike,Don't Forget About Me Demos,1,2020.0,2.0,18.0,62.5
3171,3494,Keepin Our Eyes Out,Fitz and the Tantrums,More Than Just a Dream,1,2020.0,2.0,18.0,62.5
3172,3149,Macintosh Plus 2k17,Yung Frown,We Don't Matter,1,2018.0,4.0,20.0,62.0
3173,3310,The Race,Tay-K,#SantanaWorld (+),1,2018.0,3.0,10.0,62.0
3174,3311,444+222,Lil Uzi Vert,Luv Is Rage 2,1,2018.0,3.0,10.0,62.0
3175,3721,Mistletoe,Justin Bieber,Under the Mistletoe (Deluxe Edition),1,2019.0,12.0,13.0,62.0
3176,3722,Only Thing I Ever Get for Christmas,Justin Bieber,Under the Mistletoe (Deluxe Edition),1,2019.0,12.0,13.0,62.0
3177,3723,Enemies (feat. DaBaby),Post Malone,Hollywood's Bleeding,1,2019.0,12.0,12.0,62.0
3178,3724,Saint-Tropez,Post Malone,Hollywood's Bleeding,1,2019.0,12.0,12.0,62.0
3179,3036,Building Steam With a Grain of Salt,DJ Shadow,Endtroducing.....,1,2019.0,5.0,22.0,61.5
3180,3037,Black Widow,Bangin Rap Beats With Love,Top Gangsta Rap Hits 2014,1,2019.0,5.0,21.0,61.5
3181,3038,Bodak Yellow - Instrumental,B Lou,Bodak Yellow,1,2019.0,5.0,21.0,61.5
3182,3039,Hoodin,Michael Patrick Kelly,Serial Rap (Instrumental Rap Beats),1,2019.0,5.0,21.0,61.5
3183,3040,Pumpkins,Cushy,Methods,1,2019.0,5.0,21.0,61.5
3184,3041,Thirsty,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,1,2017.0,5.0,23.0,61.5
3185,3042,Friends With Benefits,Tory Lanez,I Told You,1,2017.0,5.0,23.0,61.5
3186,3043,Sucka (feat. Lloyd),August Alsina,Sucka (feat. Lloyd),1,2017.0,5.0,23.0,61.5
3187,3044,The Prelude,Trey Songz,Tremaine The Album,1,2017.0,5.0,23.0,61.5
3188,3045,Twenty Eight,The Weeknd,Trilogy,1,2017.0,5.0,23.0,61.5
3189,3046,Muse,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,1,2017.0,5.0,23.0,61.5
3190,3213,The Big,415,The Big,1,2020.0,4.0,13.0,61.5
3191,3214,Love Souvenir,Calvin Harris,I Created Disco,1,2020.0,4.0,2.0,61.5
3192,3215,Stole The Show,Kygo,Stole The Show,1,2020.0,4.0,2.0,61.5
3193,3216,Sweet Escape,Alesso,Forever,1,2020.0,4.0,2.0,61.5
3194,3217,Young Again,Hardwell,United We Are,1,2020.0,4.0,2.0,61.5
3195,3218,Another Life,Jupiter Ace,Another Life,1,2020.0,4.0,2.0,61.5
3196,3220,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),Felix Jaehn,Ain't Nobody (Loves Me Better),1,2020.0,4.0,2.0,61.5
3197,3221,Follow Me - Radio Edit,Hardwell,United We Are,1,2020.0,4.0,2.0,61.5
3198,3222,Lazer Love (feat. Francisca Hall),Kshmr,Lazer Love,1,2020.0,4.0,1.0,61.5
3199,3223,Wake Me Up,Avicii,TRUE,1,2020.0,4.0,1.0,61.5
3200,3224,Runaway (U & I),Galantis,Pharmacy,1,2020.0,4.0,1.0,61.5
3201,3225,Unstoppable - Vinai Remix,R3hab,Unstoppable (Remixes/Pepsi Beats Of The Beautiful Game),1,2020.0,4.0,1.0,61.5
3202,3226,Secrets - Radio Edit,Tiësto,Secrets (Radio Edit),1,2020.0,4.0,1.0,61.5
3203,3227,Animals - Extended,Martin Garrix,Animals (Extended),1,2020.0,4.0,1.0,61.5
3204,3228,Let The Love - Radio Edit,Starkillers,Let The Love,1,2020.0,4.0,1.0,61.5
3205,3229,Rather Be - Remix,Groovy 69,Pop Party 2014 (Best Remixes of Pop Hits),1,2020.0,4.0,1.0,61.5
3206,3230,Find You,Zedd,Find You,1,2020.0,4.0,1.0,61.5
3207,3231,The Way Out - Radio Edit,Deniz Koyu,The Way Out,1,2020.0,4.0,1.0,61.5
3208,3232,No Heroes (Feat. Luciana),Firebeatz,No Heroes (feat. Luciana),1,2020.0,4.0,1.0,61.5
3209,3678,Water,Ugly God,Water,1,2020.0,1.0,12.0,61.5
3210,3258,Angela (Single Version),The Lumineers,Angela (Single Version),1,2020.0,3.0,18.0,61.0
3211,3259,Left for Denver,The Lumineers,Junior Sparks,1,2020.0,3.0,18.0,61.0
3212,3260,Soil To The Sun,Cage the Elephant,Cage the Elephant,1,2020.0,3.0,1.0,61.0
3213,1119,This Is Me - Original Version,Demi Lovato,Camp Rock,1,2019.0,11.0,23.0,60.5
3214,1122,Shoota (feat. Lil Uzi Vert),Playboi Carti,Die Lit,1,2019.0,11.0,12.0,60.5
3215,1123,Goin Baby,DaBaby,Baby On Baby,1,2019.0,11.0,12.0,60.5
3216,1126,I'm Ready (feat. Olivver The Kid),Skizzy Mars,Alone Together,1,2018.0,11.0,8.0,60.5
3217,1127,The Flute Song,Russ,The Flute Song,1,2018.0,11.0,7.0,60.5
3218,1128,Genesis,Ravyn Lenae,Midnight Moonlight EP,1,2018.0,11.0,7.0,60.5
3219,1129,Another Day In Paradise,Quinn XCII,Change Of Scenery,1,2018.0,11.0,7.0,60.5
3220,1130,Amphetamine,Smino,blkswn,1,2018.0,11.0,7.0,60.5
3221,1133,Two Sevens Clash,Culture,Two Sevens Clash,1,2018.0,11.0,7.0,60.5
3222,3308,Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,1,2018.0,3.0,12.0,60.5
3223,3309,Death is Long,Ski Mask the Slump God,SLAPS FOR MY DROP-TOP MINI-VAN,1,2018.0,3.0,12.0,60.5
3224,3319,Circle of Life/Nants' Ingonyama,Lindiwe Mkhize,The Lion King (Original Motion Picture Soundtrack),1,2020.0,3.0,18.0,60.5
3225,3356,N.Y. State of Mind,Nas,Illmatic XX,1,2020.0,2.0,10.0,60.5
3226,3357,Hunger of the Pine,alt-J,This Is All Yours,1,2019.0,2.0,11.0,60.5
3227,1152,Tap In (feat. Post Malone DaBaby & Jack Harlow),Saweetie,Tap In (feat. Post Malone DaBaby & Jack Harlow),1,2020.0,11.0,19.0,60.0
3228,1154,REDMERCEDES,Aminé,REDMERCEDES,1,2020.0,11.0,17.0,60.0
3229,1155,Okay Boomer!,holysixes,Okay Boomer!,1,2019.0,11.0,16.0,60.0
3230,3320,Heroes (We Could Be),Alesso,Forever,1,2019.0,3.0,13.0,60.0
3231,3338,We Are the Champions,Queen,News Of The World,1,2020.0,3.0,21.0,59.5
3232,3465,Dominic’s Interlude,Halsey,Manic,1,2020.0,2.0,11.0,59.5
3233,3466,It's A Trip!,Joywave,Content,1,2018.0,2.0,10.0,59.5
3234,3467,Hollow Life,Coast Modern,Hollow Life,1,2018.0,2.0,9.0,59.5
3235,3468,Fingers Crossed,Coin,Coin,1,2018.0,2.0,9.0,59.5
3236,3770,You Belong with Me,Taylor Swift,Fearless Platinum Edition,1,2019.0,11.0,21.0,59.0
3237,3771,Whistle,Flo Rida,Wild Ones,1,2019.0,11.0,21.0,59.0
3238,3772,I Think I Love You,Phora,With Love,1,2017.0,11.0,23.0,59.0
3239,3151,Trouble Under Your Roof,Shaggy,Out of Many One Music (XL Edition),1,2018.0,4.0,15.0,58.5
3240,3152,Piss On Your Grave,Travis Scott,Rodeo (Deluxe),1,2018.0,4.0,10.0,58.5
3241,3233,Girl on Fire,Alicia Keys,Girl On Fire (Remixes) - EP,1,2020.0,4.0,18.0,58.0
3242,3235,Homemade Dynamite (feat. Khalid Post Malone & SZA) - REMIX,Lorde,Homemade Dynamite (Feat. Khalid Post Malone & SZA) [REMIX],1,2018.0,4.0,20.0,58.0
3243,3241,The Barracuda,The 5.6.7.8's,The Fast and the Furious: Tokyo Drift (Original Motion Picture Soundtrack),1,2019.0,3.0,19.0,58.0
3244,3242,Dacoit Duel,A.R. Rahman,Between Heaven and Earth,1,2019.0,3.0,17.0,58.0
3245,3243,No Future,Neaptide,Neaptide,1,2019.0,3.0,16.0,58.0
3246,3244,The Upsetter,Lee Scratch Perry,I Am The Upsetter - The Story Of The Lee Scratch Perry Golden Years,1,2019.0,3.0,13.0,58.0
3247,1304,Spooky Scary Skeletons - Remix,Dr Stiig,Spooky Scary Skeletons (Remix),1,2018.0,10.0,19.0,57.5
3248,1306,The Dream Synopsis,The Last Shadow Puppets,Everything You've Come To Expect (Deluxe Edition),1,2018.0,10.0,14.0,57.5
3249,1310,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Waka Flocka Flame,Flockaveli (Explicit),1,2017.0,10.0,22.0,57.5
3250,1385,Flip,Russ,Flip,1,2019.0,10.0,19.0,57.5
3251,1388,Six Days - Remix,DJ Shadow,The Fast and the Furious: Tokyo Drift (Original Motion Picture Soundtrack),1,2019.0,10.0,16.0,57.5
3252,1391,Hot (feat. Gunna),Young Thug,So Much Fun,1,2019.0,10.0,15.0,57.5
3253,1395,Bruh Moment,Yung Nugget,8 Piece Meal,1,2019.0,10.0,13.0,57.5
3254,3201,Classy Girls (B Version),The Lumineers,Classy Girls (B Version),1,2020.0,4.0,7.0,57.5
3255,503,Drag,Day Wave,Drag,1,2020.0,11.0,13.0,57.0
3256,506,Someone To Spend Time With,Los Retros,Someone To Spend Time With,1,2020.0,11.0,12.0,57.0
3257,507,All or Nothin,Junior Mesa,All or Nothin,1,2020.0,11.0,12.0,57.0
3258,509,To Seattle,Morningsiders,Pollen,1,2020.0,11.0,12.0,57.0
3259,511,Nervous,Magic Bronson,Nervous,1,2020.0,11.0,12.0,57.0
3260,523,Bubbles,Hippo Campus,Bambi,1,2018.0,11.0,23.0,57.0
3261,1276,The Rising Fighting Spirit (From Naruto),Guitarrista de Atena,The Rising Fighting Spirit (From Naruto),1,2020.0,11.0,21.0,57.0
3262,1277,Appliance With WN,University Of WN,Focus Study,1,2019.0,11.0,22.0,57.0
3263,1283,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,1,2018.0,11.0,19.0,57.0
3264,1286,Your Graduation,Modern Baseball,You're Gonna Miss It All,1,2018.0,11.0,15.0,57.0
3265,1287,Eyeless,Slipknot,Slipknot,1,2018.0,11.0,15.0,57.0
3266,1288,BOOGIE,BROCKHAMPTON,SATURATION III,1,2018.0,11.0,14.0,57.0
3267,1289,Pursuit,Gesaffelstein,Aleph,1,2018.0,11.0,14.0,57.0
3268,1291,SISTER/NATION,BROCKHAMPTON,SATURATION III,1,2018.0,11.0,14.0,57.0
3269,1292,Sleep Apnea,Beach Fossils,Clash The Truth,1,2018.0,11.0,14.0,57.0
3270,1293,DISTRICT,BROCKHAMPTON,iridescence,1,2018.0,11.0,14.0,57.0
3271,1294,Pulse of the Maggots,Slipknot,Vol. 3 The Subliminal Verses,1,2018.0,11.0,14.0,57.0
3272,1295,Opium of the People,Slipknot,Vol. 3 The Subliminal Verses,1,2018.0,11.0,14.0,57.0
3273,1296,Man in the Mirror,Michael Jackson,HIStory - Past Present And Future - Book I,1,2018.0,11.0,14.0,57.0
3274,1297,Native,Home,Odyssey,1,2018.0,11.0,13.0,57.0
3275,1381,Squidwards Nose (feat. Kg Prince),Joey Trap,Squidwards Nose (feat. Kg Prince),1,2019.0,10.0,8.0,57.0
3276,1448,Girls,The 1975,The 1975 (Deluxe Version),1,2019.0,10.0,11.0,57.0
3277,1452,Knock Knock,Mac Miller,Knock Knock - Single,1,2020.0,10.0,20.0,57.0
3278,1455,Parking Lots,The Plums,Jen,1,2019.0,10.0,22.0,57.0
3279,1456,Like Or Like Like,Miniature Tigers,Tell It To The Volcano,1,2019.0,10.0,22.0,57.0
3280,1459,Russia,Dave East,Karma 2,1,2018.0,10.0,12.0,57.0
3281,1460,Rich Girls,The Virgins,The Virgins,1,2018.0,10.0,12.0,57.0
3282,1464,Shooters,Tory Lanez,Shooters,1,2017.0,10.0,9.0,57.0
3283,3346,Buy U A Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,Epiphany,1,2020.0,2.0,20.0,57.0
3284,3347,Where Ya At (feat. Drake),Future,DS2 (Deluxe),1,2020.0,2.0,18.0,57.0
3285,3348,Talk (feat. Disclosure),Khalid,Free Spirit,1,2020.0,2.0,17.0,57.0
3286,3349,Turn,The Wombats,Beautiful People Will Ruin Your Life,1,2019.0,2.0,15.0,57.0
3287,3350,Wide Eyes,Local Natives,Gorilla Manor,1,2019.0,2.0,15.0,57.0
3288,3352,Dark Days,Local Natives,Sunlit Youth,1,2019.0,2.0,15.0,57.0
3289,3353,Beloved,Mumford & Sons,Delta,1,2019.0,2.0,15.0,57.0
3290,3354,I Will Wait,Mumford & Sons,Babel (Deluxe Version),1,2019.0,2.0,14.0,57.0
3291,3778,5 shots,gianni & kyle,she's no angel,1,2019.0,11.0,17.0,57.0
3292,3780,Midnight Train,Sam Smith,The Thrill of It All (Special Edition),1,2017.0,11.0,10.0,57.0
3293,3781,Say It First,Sam Smith,The Thrill of It All (Special Edition),1,2017.0,11.0,10.0,57.0
3294,3263,For Free (Feat. Drake),DJ Khaled,Major Key,1,2020.0,3.0,17.0,56.5
3295,3264,Watch Out,Fitty Boi,Watch Out Lil B*tch,1,2020.0,3.0,16.0,56.5
3296,3265,Classic Man (feat. Roman GianArthur),Jidenna,Classic Man (feat. Roman GianArthur),1,2020.0,3.0,16.0,56.5
3297,3268,Body Language (feat. Usher & Tinashe),Kid Ink,Full Speed,1,2020.0,3.0,15.0,56.5
3298,3269,Ignition (Remix),R. Kelly,The Essential R. Kelly,1,2018.0,3.0,7.0,56.5
3299,3314,Who Let the Dogs Out,Baha Men,Who Let the Dogs Out,1,2020.0,3.0,20.0,56.0
3300,3315,Dark Things,Vic Mensa,HOOLIGANS,1,2019.0,3.0,11.0,56.0
3301,3316,Poplar St,Glass Animals,How To Be a Human Being,1,2018.0,3.0,9.0,56.0
3302,3317,Let's Dance to Joy Division,The Wombats,Proudly Present... A Guide To Love Loss & Desperation (Special Edition),1,2018.0,3.0,9.0,56.0
3303,3318,Burn It Down,Awolnation,Megalithic Symphony Deluxe,1,2018.0,3.0,9.0,56.0
3304,620,Little Diamond,Mylo Rivers,Corridors of Diamonds,1,2020.0,11.0,22.0,55.5
3305,621,New Endings,Bon Vie,New Endings,1,2020.0,11.0,22.0,55.5
3306,622,Frozen Grasslands,Cora Zea,Legend Of Zea,1,2020.0,11.0,22.0,55.5
3307,623,Astral Wonder,Moon Oceans,Solitude in the Stars,1,2020.0,11.0,22.0,55.5
3308,625,Come Here,Dominic Fike,What Could Possibly Go Wrong,1,2020.0,11.0,20.0,55.5
3309,639,Cigarettes on Patios,BabyJake,Cigarettes On Patios,1,2020.0,11.0,13.0,55.5
3310,671,Breakfast (feat. A$AP Rocky),Jaden Smith,SYRE,1,2017.0,11.0,19.0,55.5
3311,880,Pink Panther Theme,Henry Mancini,The Pink Panther (Original Motion Picture Soundtrack),1,2020.0,11.0,19.0,55.5
3312,3365,Big Shot (with Travis Scott),Kendrick Lamar,Black Panther the Album Music From and Inspired By,1,2020.0,2.0,22.0,55.5
3313,3367,Bloom - Bonus Track,The Paper Kites,Woodland - EP,1,2018.0,2.0,7.0,55.5
3314,3671,TreeSap,Lil Xan,TreeSap,1,2019.0,1.0,21.0,55.5
3315,3672,Moon Child,The F-16's,Triggerpunkte,1,2019.0,1.0,11.0,55.5
3316,860,Little,Jany Green,Little,1,2020.0,11.0,15.0,55.0
3317,861,going out,Role Model,going out,1,2020.0,11.0,14.0,55.0
3318,862,Plus,Peach Tree Rascals,Plus,1,2020.0,11.0,14.0,55.0
3319,1257,Say So,Doja Cat,Hot Pink,1,2020.0,11.0,15.0,55.0
3320,1260,ok boomer,Peter Kuli,ok boomer,1,2019.0,11.0,12.0,55.0
3321,3270,Gold Slugs (feat. Chris Brown August Alsina & Fetty Wap),DJ Khaled,I Changed A Lot (Deluxe),1,2020.0,3.0,19.0,55.0
3322,3271,Hey Mama (feat. Nicki Minaj Bebe Rexha & Afrojack),David Guetta,Listen (Deluxe),1,2020.0,3.0,18.0,55.0
3323,3312,Here Comes Trouble,Chronixx,Dread & Terrible,1,2020.0,3.0,21.0,55.0
3324,3313,Bigmouth Strikes Again - 2011 Remaster,The Smiths,The Queen Is Dead,1,2019.0,3.0,15.0,55.0
3325,3479,Arms Around You (feat. Maluma & Swae Lee),XXXTentacion,Arms Around You (feat. Maluma & Swae Lee),1,2019.0,2.0,13.0,55.0
3326,3480,Loca,Alvaro Soler,Loca,1,2019.0,2.0,12.0,55.0
3327,3481,I don’t even speak spanish lol - feat. Rio Santana Judah Carlos Andrez,XXXTentacion,?,1,2019.0,2.0,12.0,55.0
3328,910,Champagne and Pools (feat. Blackbear & KYLE),Hoodie Allen,Happy Camper,1,2020.0,11.0,21.0,54.5
3329,911,Hey Julie! (feat. Lil Yachty),KYLE,Light of Mine (Deluxe),1,2020.0,11.0,21.0,54.5
3330,926,Yessir,banks chancellor,Yessir,1,2019.0,11.0,10.0,54.5
3331,927,Slob on My Nob,Tear da Club Up Thugs,Most Known Hits,1,2018.0,11.0,22.0,54.5
3332,3676,Happy,Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),1,2019.0,1.0,12.0,54.5
3333,3358,The World's Greatest,R. Kelly,R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher Pitbull and Justin Timberlake,1,2020.0,2.0,21.0,54.0
3334,3359,Big Poppa - 2005 Remaster,The Notorious B.I.G.,Ready To Die (The Remaster),1,2020.0,2.0,21.0,54.0
3335,3360,Juicy - 2005 Remaster,The Notorious B.I.G.,Ready To Die (The Remaster),1,2020.0,2.0,21.0,54.0
3336,3361,Daughter of a Cop,TV Girl,French Exit,1,2019.0,2.0,18.0,54.0
3337,3362,Apartment,Young the Giant,Young the Giant (Special Edition),1,2019.0,2.0,9.0,54.0
3338,3363,She Don't (feat. Ty Dolla $ign),Ella Mai,Time,1,2018.0,2.0,11.0,54.0
3339,3392,Pantyhose,TV Girl,French Exit,1,2019.0,2.0,12.0,54.0
3340,3393,Cynical One,TV Girl,Death of a Party Girl,1,2019.0,2.0,12.0,54.0
3341,3394,Louise,TV Girl,French Exit,1,2019.0,2.0,12.0,54.0
3342,3517,Tomorrow Til Infinity (feat. Gunna),Young Thug,Beautiful Thugger Girls,1,2018.0,2.0,16.0,54.0
3343,3518,American Dreamer,Kyd the Band,American Dreamer,1,2018.0,2.0,16.0,54.0
3344,3519,Back Against the Wall,Cage the Elephant,Cage the Elephant,1,2018.0,2.0,9.0,54.0
3345,3592,Love Will Find A Way - From Simba's Pride,Liz Callaway,The Lion King 2: Simba's Pride,1,2020.0,1.0,10.0,54.0
3346,3593,We Are One - From Simba's Pride,Cam Clarke,The Lion King 2: Simba's Pride,1,2020.0,1.0,10.0,54.0
3347,3673,DESIGNER,Lil Pump,DESIGNER,1,2018.0,1.0,9.0,54.0
3348,1025,Novacane,Frank Ocean,Novacane,1,2017.0,11.0,5.0,53.5
3349,1431,Social Sites,Cosmo Pyke,Social Sites,1,2020.0,10.0,15.0,53.5
3350,1432,Candy Wrappers,Summer Salt,So Polite,1,2020.0,10.0,15.0,53.5
3351,1435,Commando,Migos,YRN 2 (Young Rich Niggas 2),1,2019.0,10.0,8.0,53.5
3352,1436,Hope,Jaden,SYRE,1,2019.0,10.0,8.0,53.5
3353,1440,PCH,Jaden,CTV2,1,2019.0,10.0,7.0,53.5
3354,1441,George Jeff,Jaden,SYRE,1,2019.0,10.0,7.0,53.5
3355,1442,Got It,Jaden,ERYS (Deluxe),1,2019.0,10.0,7.0,53.5
3356,834,10x Stronger,Dominic Fike,What Could Possibly Go Wrong,1,2020.0,11.0,18.0,53.0
3357,835,Cancel Me,Dominic Fike,What Could Possibly Go Wrong,1,2020.0,11.0,18.0,53.0
3358,836,Joe Blazey,Dominic Fike,What Could Possibly Go Wrong,1,2020.0,11.0,18.0,53.0
3359,837,Good Game,Dominic Fike,What Could Possibly Go Wrong,1,2020.0,11.0,18.0,53.0
3360,3507,Cut the Quick,Telekinesis,Cut the Quick,1,2019.0,2.0,17.0,53.0
3361,3508,Ancient Water,Future Islands,The Far Field,1,2019.0,2.0,17.0,53.0
3362,3509,City Club,The Growlers,City Club,1,2019.0,2.0,17.0,53.0
3363,3510,Nightmares,Easy Life,Nightmares,1,2019.0,2.0,17.0,53.0
3364,3511,On The 5,Winnetka Bowling League,On The 5,1,2019.0,2.0,17.0,53.0
3365,3512,Four Years,Cullen Omori,Four Years,1,2019.0,2.0,17.0,53.0
3366,3513,French Press,Rolling Blackouts Coastal Fever,The French Press,1,2019.0,2.0,16.0,53.0
3367,3514,SHOULDA KNOWN IT,oh800,Shoulda Known It,1,2019.0,2.0,16.0,53.0
3368,3515,Tell Me,Bros,Vol. 1,1,2019.0,2.0,16.0,53.0
3369,3516,Bite,Plastic Picnic,Plastic Picnic,1,2019.0,2.0,16.0,53.0
3370,3616,Still Summer,Matt Pond PA,Still Summer,1,2019.0,1.0,23.0,53.0
3371,3618,Super Natural,Turnover,Good Nature,1,2019.0,1.0,18.0,53.0
3372,3619,Never Going Home,Hazel English,Just Give In / Never Going Home,1,2019.0,1.0,18.0,53.0
3373,3620,Panama,Sports,Naked All The Time,1,2019.0,1.0,18.0,53.0
3374,3621,Something Here,Day Wave,The Days We Had,1,2019.0,1.0,14.0,53.0
3375,3622,Cameos,Swimming Tapes,Cameos,1,2019.0,1.0,14.0,53.0
3376,3623,What a Pleasure,Beach Fossils,What a Pleasure,1,2019.0,1.0,14.0,53.0
3377,3624,No More,Angelo,Love over Fear,1,2018.0,1.0,6.0,53.0
3378,3625,Follow Through,Angelo,Love over Fear,1,2018.0,1.0,6.0,53.0
3379,3626,Spirits,Angelo,Love over Fear,1,2018.0,1.0,6.0,53.0
