,index,Track,Artist,Album,Plays,Year,Month,Hour,Temperature
787,76,Dang! (feat. Anderson .Paak),Mac Miller,The Divine Feminine,25,2020.0,9.0,16.0,72.0
788,558,Dan Bilzerian,T-Pain,Dan Bilzerian,25,2017.0,5.0,12.0,72.0
789,280,One Day,Tory Lanez,One Day,25,2017.0,7.0,15.0,71.5
790,635,Almost (Sweet Music),Hozier,Wasteland Baby!,25,2020.0,9.0,14.0,71.0
791,866,Pink,Two Feet,Pink,25,2019.0,9.0,15.0,66.0
792,1146,Gucci Gang,Lil Pump,Gucci Gang,25,2018.0,3.0,14.0,55.5
793,544,9.13,Khalid,Suncity,25,2018.0,11.0,3.0,53.5
794,987,Y2k,the montreals,Y2k,25,2020.0,3.0,14.0,50.0
795,1972,Forever You And Me,The teskey brothers,Forever You and Me,24,2020.0,6.5,15.0,81.5
796,666,Not Nice,PARTYNEXTDOOR,Not Nice,24,2017.0,7.0,12.0,79.0
797,579,SideLine Watching (Hold Up),Lil Uzi Vert,The Perfect Luv Tape,24,2017.0,6.0,13.5,78.5
798,975,Magic - 2003 Remaster,Pilot,A's B's And Rarities,24,2019.0,7.0,15.0,78.5
799,1522,Lean on Me,Bill Withers,Still Bill,24,2019.0,5.0,15.0,69.5
800,524,Think it Over,Hippo Campus,Bambi,24,2018.0,10.0,16.0,68.5
801,355,Talk,Kodaline,In a Perfect World,24,2019.0,4.0,15.0,62.75
802,1120,Hammock,415,Hammock,24,2019.0,6.0,15.0,61.5
803,2217,Hot Blood,Kaleo,A/B,24,2019.0,3.0,14.0,54.25
804,1116,Are We Alone?,Coin,How Will You Know If You Never Try,23,2020.0,6.0,14.0,80.5
805,1967,Days,The Drums,Portamento,23,2020.0,7.0,14.0,80.5
806,561,Buy U a Drank (Shawty Snappin'),T-Pain,Epiphany,23,2017.0,6.0,10.0,79.0
807,1446,Dræm Girl,No Vacation,Summer Break Mixtape,23,2020.0,6.0,13.0,79.0
808,1137,Moolah,Young Greatness,Moolah,23,2017.0,6.0,12.0,77.0
809,483,Low Life,Future,Evol,23,2017.0,7.0,11.0,76.0
810,1955,Money and the Power,Kid Ink,Almost Home,23,2017.0,5.0,13.0,74.5
811,806,Neighborhood #4 (7 Kettles),Arcade Fire,Funeral,23,2018.0,9.0,4.0,73.5
812,563,Come Get Her,Rae Sremmurd,SremmLife,23,2017.0,7.0,16.0,70.0
813,701,Trumpets,Jason Derülo,Talk Dirty,23,2019.0,6.0,14.0,69.5
814,1078,Titus Was Born,Young the Giant,Home of the Strange,23,2020.0,7.0,16.0,61.0
815,1114,3 Wayz (feat. Travis Scott),Ty Dolla $ign,Campaign,23,2017.0,9.0,14.0,60.5
816,872,G.O.M.D.,J. Cole,2014 Forest Hills Drive,23,2018.0,9.0,14.0,59.5
817,876,Imagination,Foster the People,Pick U Up,23,2020.0,9.0,16.0,58.0
818,1067,Bad and Boujee (Feat. Lil Uzi Vert),Migos,Bad and Boujee (Feat. Lil Uzi Vert),23,2018.0,9.0,13.0,57.5
819,2636,Social Cues,Cage the Elephant,Social Cues,23,2020.0,4.0,14.0,55.0
820,3010,I Need Your Love,Shaggy,I Need Your Love,23,2019.0,3.0,14.0,55.0
821,1272,Heartless,Kanye West,808s & Heartbreak,23,2019.0,8.0,14.0,49.0
822,413,Falling Down - Bonus Track,Lil Peep,Come Over When You're Sober Pt. 2,22,2020.0,8.0,14.5,80.75
823,2050,Melting Vibes,The Mellowells,Melting Vibes,22,2020.0,6.0,14.0,79.5
824,1096,oui,Jeremih,oui,22,2017.0,7.5,17.0,79.25
825,1305,Tip Toe Thru' the Tulips With Me,Tiny Tim,God Bless Tiny Tim,22,2020.0,8.0,0.0,76.5
826,1073,Lo/Hi,The Black Keys,Lo/Hi,22,2019.0,5.0,14.0,69.75
827,1079,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,22,2019.0,7.0,14.5,69.75
828,908,Do You There (feat. Marc E. Bassy),Skizzy Mars,The Red Balloon Project,22,2017.0,9.0,15.0,69.5
829,870,16,Highly Suspect,16,22,2019.0,9.0,14.5,66.25
830,1426,Wave(s),Lewis Del Mar,EP,22,2019.0,3.5,17.0,62.75
831,1298,Intro,Home,Odyssey,22,2018.0,5.5,15.0,58.25
832,821,The Ways (with Swae Lee),Khalid,Black Panther the Album Music From and Inspired By,22,2018.0,3.0,13.0,55.75
833,2702,Live That Long,Lewis Del Mar,Lewis Del Mar,22,2019.0,3.0,17.5,54.5
834,124,Try Me Out Sometime,Broncho,Can't Get Past the Lips,22,2019.0,10.0,13.0,53.75
835,1063,Say It,Tory Lanez,I Told You,22,2019.5,5.5,14.5,53.25
836,977,I Can't Help Myself (Sugar Pie Honey Bunch),The Four Tops,Motown 1960s Volume 1,21,2020.0,7.0,14.0,82.5
837,1269,Cooking Up Something Good,Mac DeMarco,2,21,2018.0,8.0,15.0,81.0
838,1035,Got to My Head,WATERS,What's Real,21,2018.0,7.0,14.0,79.0
839,1732,Fakin The Funk,Main Source,WIld Pitch Classics,21,2018.0,6.0,14.0,79.0
840,1897,Celebrate,Anderson .Paak,Malibu,21,2020.0,6.0,16.0,79.0
841,2231,Borrowed World,Widowspeak,All Yours,21,2020.0,6.0,15.0,79.0
842,1462,My Love (feat. Drake),Majid Jordan,My Love (feat. Drake),21,2017.0,7.0,16.0,78.0
843,1050,The One,Devvon Terrell,The One,21,2017.0,7.0,13.0,77.0
844,1055,Nobody Else But You,Trey Songz,Nobody Else But You,21,2017.0,7.0,13.0,75.0
845,2867,Skin and Bones,Cage the Elephant,Social Cues,21,2019.0,5.0,14.0,74.0
846,802,In the Backseat,Arcade Fire,Funeral,21,2018.0,9.0,3.0,73.5
847,599,Wishing (feat. Chris Brown Skeme & Lyquin),DJ Drama,Wishing (feat. Chris Brown Skeme & Lyquin),21,2017.0,8.0,13.0,72.5
848,770,Versace (Remix),Migos,Versace (feat. Drake) [Remix] - Single,21,2018.0,6.0,14.0,72.5
849,2173,Sky Walker (feat. Travis Scott),Miguel,Sky Walker (feat. Travis Scott),21,2019.0,5.0,17.0,72.5
850,1394,Pure Water (with Migos),Mustard,Pure Water (with Migos),21,2019.0,4.0,14.0,68.0
851,3100,Down To The River To Pray - From “O Brother Where Art Thou” Soundtrack,Alison Krauss,O Brother Where Art Thou? (Soundtrack),21,2018.0,4.0,21.0,64.5
852,819,They Reminisce Over You,Pete Rock & C.L. Smooth,Mecca and the Soul Brother,21,2018.0,9.0,15.0,64.0
853,120,Evil Friends,Portugal. The Man,Evil Friends,21,2019.0,10.0,15.0,55.0
854,1150,Misty,Caamp,Misty,20,2020.0,8.0,16.5,82.25
855,99,Attitude,Misfits,Collection 2,20,2019.0,8.0,15.5,80.75
856,1463,White Iverson,Post Malone,White Iverson,20,2017.0,7.5,10.0,79.0
857,1888,Cherry Coke Soda,Sam Soto,Cherry Coke Soda,20,2020.0,6.0,14.0,78.75
858,2041,Battered & Bruised,Circa Waves,Sad Happy,20,2020.0,6.0,14.5,78.5
859,1284,Cat's in the Cradle,Harry Chapin,Verities & Balderdash,20,2018.0,6.0,17.0,75.75
860,1364,SLINGSHOT,Lil Xan,Slingshot,20,2018.0,5.5,9.5,73.25
861,1051,You,DJ Chose,Pray They Ready,20,2017.0,9.0,14.5,70.5
862,285,Bitch Don’t Kill My Vibe - Remix,Kendrick Lamar,good kid m.A.A.d city (Deluxe),20,2017.5,9.5,15.5,65.75
863,2958,I'll Fly Away - From “O Brother Where Art Thou” Soundtrack,Gillian Welch,O Brother Where Art Thou? (Soundtrack),20,2018.0,4.0,15.0,64.5
864,1497,She's Always a Woman,Billy Joel,The Stranger (Legacy Edition),20,2020.0,4.5,14.5,63.75
865,986,Cheryl,Yung Gravy,Cheryl,20,2019.0,7.5,16.0,59.5
866,723,Shake Me Down,Cage the Elephant,Thank You Happy Birthday,20,2019.0,10.0,13.5,57.0
867,1549,Elephant Boys - Demo,Hippo Campus,Demos II,20,2020.0,3.0,15.5,53.25
868,654,Fall in Love,Angelo,Love over Fear,20,2018.0,2.0,13.0,53.0
869,2815,How U Feel,Huncho Jack,Huncho Jack Jack Huncho,20,2018.0,4.0,12.0,52.25
870,2045,Fair Game,Dayglow,Fuzzybrain,19,2020.0,7.0,15.0,82.0
871,1072,Back in Black,AC/DC,Back in Black,19,2020.0,7.0,17.0,81.0
872,1945,Hard to Explain,The Strokes,Is This It,19,2020.0,6.0,15.0,80.5
873,2047,Barely Legal,The Strokes,Is This It,19,2020.0,6.0,14.0,80.5
874,667,Used to This,Future,Used to This,19,2017.0,7.0,12.0,78.0
875,2049,Channel Orange In Your Living Room,Charlie Burg,Channel Orange In Your Living Room,19,2020.0,6.0,14.0,78.0
876,704,Mine,Bazzi,Cosmic,19,2019.0,7.0,13.0,77.0
877,1573,Flex (Ooh Ooh Ooh),Rich Homie Quan,Flex (Ooh Ooh Ooh) - Single,19,2017.0,6.0,14.0,76.5
878,1060,Look Alive - Remix,Rae Sremmurd,Look Alive (Remix),19,2017.0,7.0,13.0,75.5
879,669,Money Baby,K Camp,In Due Time,19,2017.0,9.0,19.0,74.5
880,2058,Where Are Ü Now (with Justin Bieber),Jack Ü,Skrillex and Diplo Present Jack Ü,19,2018.0,5.0,14.0,73.0
881,1182,Sky Fall,Travis Scott,Trap Still Boomin' 3,19,2018.0,7.0,7.0,71.0
882,282,Girlfriend (feat. Ty Dolla $ign & Quavo) - Remix,Kap G,Girlfriend (feat. Ty Dolla $ign & Quavo) [Remix],19,2017.0,6.0,13.0,70.5
883,715,Music to Walk Home By,Tame Impala,Lonerism,19,2019.0,7.0,15.0,68.0
884,2638,Wheat,Wilderado,Wheat,19,2019.0,4.0,15.0,64.0
885,296,Work,Rihanna,ANTI,19,2017.0,6.0,13.0,59.5
886,520,Spinning Signs,Painted Palms,Forever,19,2019.0,10.0,16.0,57.5
887,1806,Over,Honors,Feel Better,19,2019.0,3.0,18.0,56.0
888,831,Ghostface Killers,21 Savage,Without Warning,19,2018.0,8.0,11.0,51.0
889,1340,Sweet Lovin,Audiodub,Love No More,18,2020.0,6.0,14.0,82.75
890,1415,FDT - Pt. 2,YG,FDT (Pt. 2),18,2020.0,7.0,15.0,82.0
891,1587,CAN'T SAY,Travis Scott,ASTROWORLD,18,2018.0,8.0,8.0,80.5
892,1176,Slow Dancing in a Burning Room,John Mayer,Continuum,18,2018.0,9.0,16.0,80.25
893,1501,Cousins,Vampire Weekend,Contra,18,2018.5,7.0,16.0,80.25
894,2033,You've Got The Heat,Luster,You've Got The Heat / Good Dreamer,18,2020.0,6.0,15.0,79.75
895,1416,Everyday We Lit,YFN Lucci,Everyday We Lit,18,2017.0,6.0,15.0,79.25
896,877,The Heart of Life,John Mayer,Continuum,18,2018.0,9.0,16.0,78.75
897,1178,Vultures,John Mayer,Continuum,18,2018.0,9.0,14.5,78.5
898,303,Me Myself & I,G-Eazy,When It's Dark Out,18,2019.0,7.0,13.5,77.0
899,1179,Belief,John Mayer,Continuum,18,2018.0,9.0,15.0,77.0
900,902,Kontrol,Maleek Berry,Kontrol,18,2017.0,6.5,11.5,76.25
901,1002,Walked In,Bankroll Fresh,Life of a Hot Boy 2 : Real Trapper,18,2017.5,8.0,12.5,73.25
902,1696,Disciples,Tame Impala,Currents,18,2019.0,6.0,15.5,72.25
903,2224,I'm the One (feat. Justin Bieber Quavo Chance The Rapper & Lil Wayne),DJ Khaled,Grateful,18,2019.0,5.0,14.5,71.75
904,1450,Needed Me,Rihanna,ANTI,18,2017.0,8.0,14.0,70.25
905,1563,Legend,Drake,If You're Reading This It's Too Late,18,2017.5,8.5,14.5,70.0
906,2825,Kings of Summer,AyokAy,Kings of Summer (Feat. Quinn XCII),18,2019.0,4.0,14.0,69.25
907,593,Erase Your Social,Lil Uzi Vert,The Perfect Luv Tape,18,2017.0,5.0,12.0,68.25
908,1097,All Me,Drake,Nothing Was The Same (Deluxe),18,2018.0,8.0,16.0,66.5
909,1590,My Bad,Khalid,My Bad,18,2019.0,4.0,14.5,64.5
910,1921,Ways To Go,Grouplove,Spreading Rumours,18,2019.0,5.5,15.5,59.25
911,2554,Psycho (feat. Ty Dolla $ign),Post Malone,Psycho (feat. Ty Dolla $ign),18,2018.0,3.0,10.5,55.75
912,3107,White Dress (Bonus Track) [feat. Travis Scott & King Louie],Louis B,Louis,18,2018.0,4.5,11.0,49.25
913,67,Stronger,Kanye West,Graduation,17,2020.0,8.0,16.0,83.0
914,976,Getcha Back,The Beach Boys,The Very Best of The Beach Boys: Sounds of Summer,17,2020.0,7.0,13.0,82.5
915,942,Tightrope,Young the Giant,Mirror Master,17,2020.0,9.0,13.0,82.0
916,2204,Eternal Summer,The Strokes,The New Abnormal,17,2020.0,7.0,15.0,82.0
917,536,SICKO MODE,Travis Scott,ASTROWORLD,17,2018.0,8.0,11.0,80.5
918,1175,Bold As Love,John Mayer,Continuum,17,2018.0,9.0,15.0,80.5
919,1556,Something Good Can Work,Two Door Cinema Club,Tourist History,17,2018.0,9.0,13.0,80.0
920,743,The Lion Sleeps Tonight (Wimoweh),The Tokens,Wimoweh!!! - The Best Of The Tokens,17,2018.0,6.0,15.0,77.5
921,1000,Your Number REMIX,Ayo Jay,Your Number REMIX,17,2017.0,8.0,13.0,75.5
922,2808,Do It Like You Do,Kawala,Do It Like You Do,17,2018.0,6.0,13.0,75.0
923,707,7am,Lil Uzi Vert,Luv Is Rage,17,2017.0,6.0,14.0,74.0
924,766,Lady Lie,Rainbow Kitten Surprise,RKS,17,2020.0,9.0,16.0,73.5
925,2560,Pop Thieves (Make it Feel Good),Childish Gambino,Kauai,17,2019.0,5.0,16.0,72.5
926,1027,Reality In Motion,Tame Impala,Currents,17,2019.0,5.0,18.0,72.0
927,1010,Alright,Logic,Under Pressure (Deluxe),17,2020.0,8.0,13.0,71.0
928,904,Memo,Young Thug,Slime Season 3,17,2017.0,7.0,11.0,69.5
929,1303,Little Einsteins,Trap City,Sunday Funday Vol. 1,17,2018.0,7.0,19.0,69.5
930,662,Stereotype,Chris Brown,X (Deluxe Version),17,2017.0,10.0,13.0,67.5
931,1006,Hold You - Hold Yuh,Gyptian,Hold You,17,2018.0,6.0,16.0,66.0
932,928,Boyfriend,Justin Bieber,Believe,17,2019.0,6.0,18.0,64.5
933,1074,Houdini,Foster the People,Torches,17,2019.0,7.0,16.0,64.0
934,1403,So Long,Circa Waves,Young Chasers,17,2020.0,6.0,14.0,64.0
935,2605,Silvertongue,Young the Giant,Home of the Strange,17,2020.0,3.0,14.0,61.5
936,2693,Work It Out,Knox Hamilton,The Heights,17,2019.0,4.0,14.0,58.0
937,879,Flex Like Ouu,Lil Pump,Lil Pump,17,2017.0,11.0,13.0,57.0
938,2735,Moon River,Frank Ocean,Moon River,17,2018.0,2.0,6.0,55.5
939,630,Once a Day,Mac Miller,Circles,17,2020.0,3.0,17.0,54.5
940,1332,Half Your Age,Joywave,Half Your Age,17,2020.0,2.0,14.0,54.0
941,1383,Magic - 2003 Remastered Version,Pilot,A's B's And Rarities,17,2019.0,2.0,14.0,54.0
942,2156,On Me,Quality Control,Quality Control: Control the Streets Volume 1,17,2018.0,6.0,13.0,50.0
943,1449,Humanity (Love The Way It Should Be),John Legend,Wake Up!,16,2017.0,8.0,10.0,83.25
944,1898,Book Of Revelation,The Drums,Portamento,16,2020.0,7.0,15.0,83.0
945,332,FourFiveSeconds,Rihanna,FourFiveSeconds,16,2020.0,7.5,17.0,82.0
946,334,Blueberry Faygo,Lil Mosey,Certified Hitmaker,16,2020.0,7.5,14.0,82.0
947,767,Have You Ever Seen The Rain - Recorded at Electric Lady Studios NYC,The Lumineers,Spotify Singles,16,2020.0,9.0,18.0,81.75
948,997,5% TINT,Travis Scott,ASTROWORLD,16,2018.0,8.0,12.5,80.5
949,1174,In Repair,John Mayer,Continuum,16,2018.0,9.0,16.5,80.25
950,1500,Panini,Lil Nas X,7 EP,16,2019.0,9.0,16.5,79.75
951,1908,I Gotta Feeling,Black Eyed Peas,The E.N.D. (The Energy Never Dies),16,2019.0,5.0,18.0,78.75
952,1008,Pass Dat,Jeremih,Late Nights: The Album,16,2017.0,8.5,15.0,78.25
953,1177,Stop This Train,John Mayer,Continuum,16,2018.0,9.0,9.5,77.0
954,1219,Treat 'em Right,Chubb Rock,The One,16,2019.0,8.0,14.0,76.75
955,2055,Talk Too Much,Coin,Talk Too Much,16,2019.0,6.0,15.0,76.0
956,568,Water (Prod. Ugly God & Danny Wolf),Ugly God,,16,2017.0,6.0,11.0,75.5
957,1066,All Eyez (feat. Jeremih),The Game,All Eyez (feat. Jeremih),16,2017.0,6.5,15.5,74.75
958,1213,Fancy,Iggy Azalea,Fancy,16,2017.5,6.5,18.0,73.5
959,297,Best I Ever Had,Drake,So Far Gone,16,2017.0,7.5,16.5,73.0
960,555,Look at Me Now,Chris Brown,Look At Me Now (Explicit Version),16,2017.5,6.5,17.0,72.25
961,1059,Cold Water,Major Lazer,Cold Water,16,2017.0,7.0,13.5,69.75
962,564,Do Like That,Korede Bello,Do like That,16,2017.0,8.0,14.0,69.25
963,1936,Or Nah (feat. The Weeknd Wiz Khalifa and DJ Mustard) - Remix,Ty Dolla $ign,Or Nah (feat. The Weeknd Wiz Khalifa and DJ Mustard) [Remix Version],16,2018.0,5.0,13.0,69.25
964,1451,EARFQUAKE,Tyler the Creator,IGOR,16,2019.0,8.5,16.0,64.75
965,919,Lost in You,khai dreams,Lost in You,16,2019.0,6.5,16.0,63.25
966,1307,Dots & Lines,Lupe Fiasco,Tetsuo & Youth,16,2018.0,4.0,11.0,60.0
967,2848,Strangers,Mt. Joy,Strangers,16,2020.0,3.0,13.0,57.25
968,1112,On My Vibe,MPA Duke,Deep in the Hood Vol. 6,16,2017.0,10.0,11.5,57.0
969,722,Unbearably White,Vampire Weekend,This Life / Unbearably White,16,2020.0,4.0,14.0,54.75
970,2545,Slide (feat. Frank Ocean & Migos),Calvin Harris,Funk Wav Bounces Vol.1,16,2020.0,3.0,13.5,53.75
971,1437,L,Jaden,SYRE,16,2018.0,2.0,11.0,53.0
972,1561,Sinister Kid,The Black Keys,Brothers,16,2019.0,2.5,13.5,52.5
973,117,Naked Trees,Me Like Bees,The Ides,16,2019.0,11.0,15.0,51.75
974,999,Dark Knight Dummo (feat. Travis Scott),Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),16,2018.0,9.5,10.0,48.75
975,1439,Summertime in Paris,Jaden,ERYS (Deluxe),16,2020.0,1.5,13.0,47.0
976,1149,26,Caamp,26,15,2020.0,9.0,15.0,83.0
977,633,Highway to Hell,AC/DC,Highway to Hell,15,2020.0,7.0,15.0,82.5
978,634,Hot Rod,Dayglow,Fuzzybrain,15,2020.0,9.0,14.0,82.5
979,940,Green Is the Colour,Pink Floyd,More,15,2020.0,9.0,15.0,82.5
980,1065,Let Me Love You,DJ Snake,Encore,15,2017.0,7.0,10.0,82.5
981,1353,Amerika,Young the Giant,Home of the Strange,15,2020.0,8.0,17.0,82.5
982,1384,Shoot to Thrill,AC/DC,Back in Black,15,2020.0,7.0,13.0,82.5
983,2230,Me and Michael,MGMT,Little Dark Age,15,2020.0,8.0,14.0,82.0
984,1968,Demon,M.A.G.S.,M.A.G.S.,15,2020.0,6.0,14.0,79.5
985,81,Let Her Go,The Kid LAROI,Let Her Go,15,2020.0,9.0,15.0,78.5
986,824,Spoil My Night (feat. Swae Lee),Post Malone,beerbongs & bentleys,15,2019.0,7.0,14.0,78.0
987,1736,Rolex,Ayo & Teo,Rolex,15,2017.0,6.0,15.0,78.0
988,2822,Retro [ROUGH],Childish Gambino,Kauai,15,2019.0,5.0,14.0,78.0
989,1258,Nothing's Going to Keep Me Down,Yellow Days,Is Everything Okay in Your World?,15,2020.0,6.0,18.0,77.5
990,1336,I Got Mine,The Black Keys,Attack & Release,15,2020.0,9.0,14.0,77.5
991,822,Perplexing Pegasus - From SR3MM,Rae Sremmurd,SR3MM,15,2018.0,8.0,15.0,77.0
992,1322,CLOSE (feat. Travis Scott) - From SR3MM,Rae Sremmurd,CLOSE (feat. Travis Scott),15,2018.0,5.0,13.0,75.0
993,2635,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,Peace Is The Mission (Extended),15,2017.0,5.0,14.0,74.5
994,1903,Worst Nites,Foster the People,Style,15,2019.0,5.0,15.0,73.0
995,1053,Save It For Later,Mark Sre,Save It For Later,15,2017.0,6.0,12.0,72.5
996,1057,Campaign (Feat. Future),Ty Dolla $ign,Campaign (feat. Future),15,2017.0,7.0,10.0,72.5
997,1015,Tell Your Friends,The Weeknd,Beauty Behind the Madness,15,2017.0,10.0,17.0,72.0
998,1280,Troublemaker,Devon Gilfillian,Troublemaker,15,2019.0,5.0,16.0,71.0
999,683,The Curse (feat. Mac DeMarco),Yellow Days,The Curse (feat. Mac Demarco),15,2020.0,10.0,14.0,70.5
1000,192,RERUN (feat. Travis Scott),Quavo,Quavo Huncho,15,2018.0,10.0,12.0,65.5
1001,881,What Makes You Beautiful,One Direction,Up All Night,15,2018.0,6.0,16.0,64.5
1002,1012,Hotline Bling,Drake,Hotline Bling,15,2018.0,9.0,17.0,63.5
1003,1064,Been Thru a Lot,TM88,Been Thru a Lot,15,2017.0,9.0,12.0,61.5
1004,863,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,So Much Fun (Deluxe),15,2020.0,5.0,14.0,57.0
1005,1110,Little More (Royalty),Chris Brown,Royalty (Deluxe Version),15,2017.0,10.0,16.0,57.0
1006,2044,january,Verzache,January,15,2019.0,3.0,3.0,56.5
1007,519,Your Protector,Fleet Foxes,Fleet Foxes,15,2019.0,10.0,15.0,56.0
1008,946,Too Late to Say Goodbye,Cage the Elephant,Tell Me I'm Pretty,15,2020.0,5.0,14.0,56.0
1009,1468,Holiday (feat. Snoop Dogg John Legend & Takeoff),Calvin Harris,Funk Wav Bounces Vol.1,15,2020.0,3.0,12.0,55.5
1010,917,This View,Surfaces,Where the Light Is,15,2019.0,3.0,15.0,55.0
1011,1331,Mykonos,Fleet Foxes,First Collection 2006-2009,15,2020.0,3.0,14.0,52.5
1012,2062,apple pie,Travi$ Scott,Rodeo (Deluxe),14,2017.0,8.0,11.5,82.5
1013,1735,No Limit,Usher,No Limit,14,2017.0,6.0,13.5,79.25
1014,1180,I Don't Trust Myself (With Loving You),John Mayer,Continuum,14,2018.0,9.0,17.0,78.5
1015,466,SWISH,Tyga,SWISH,14,2018.0,9.0,13.0,77.75
1016,1562,Feeling Lonely,boy pablo,Soy Pablo,14,2019.0,7.0,11.5,77.0
1017,2810,BRUK OFF YUH BACK,Konshens,Bruk Off Yuh Back,14,2017.0,5.0,11.0,77.0
1018,2820,Run Up,Major Lazer,Run Up,14,2017.0,5.0,13.0,75.0
1019,1550,Mom,Highly Suspect,Mister Asylum,14,2020.0,7.0,15.0,74.25
1020,903,Different Now,Fetty Wap,Different Now,14,2017.0,8.5,10.5,74.0
1021,1136,Why So Serious,Devvon Terrell,The Renaissance,14,2017.0,7.0,10.5,73.75
1022,1314,Cha Cha,Dram,#1EpicEP,14,2017.0,5.0,14.0,73.0
1023,1047,Post To Be (feat. Chris Brown & Jhene Aiko),Omarion,Post To Be (feat. Chris Brown & Jhene Aiko),14,2018.0,5.0,14.5,72.75
1024,1795,Paper Loving,Christopher Martin,Reggae Greats Vol.1,14,2018.0,5.5,13.0,72.5
1025,1354,Junior Varsity,Dayglow,Fuzzybrain,14,2020.0,8.5,16.5,72.0
1026,1056,Only U,PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),14,2017.0,6.5,11.0,70.5
1027,1531,Rasta Should Be Deeper,Junior Kelly,Tough Life,14,2018.0,4.5,14.0,68.75
1028,585,Don't Tell 'Em,Jeremih,Don't Tell 'Em,14,2018.0,7.5,17.0,63.25
1029,2826,Nobody Has To Know (feat. Ty Dolla $ign) - Major Lazer and KickRaux Remix,Kranium,Nobody Has To Know (feat. Ty Dolla $ign) [Major Lazer and KickRaux Remix],14,2018.0,4.5,15.0,61.0
1030,3203,She Knows,J. Cole,Born Sinner,14,2018.0,2.0,14.5,60.5
1031,854,FDT,YG,Still Brazy (Deluxe),14,2017.0,9.5,14.0,60.0
1032,1474,OUT WEST (feat. Young Thug),JackBoys,JACKBOYS,14,2020.0,4.0,14.0,60.0
1033,74,robbery,Juice WRLD,Death Race for Love,14,2020.0,10.5,15.5,58.75
1034,955,One Ohana,Spit Infinity,One Ohana,14,2018.0,10.0,12.5,55.5
1035,868,It Might Be Time,Tame Impala,It Might Be Time,14,2019.0,10.5,15.0,53.25
1036,86,GOODMORNINGTOKYO!,TOKYO’S REVENGE,GOODMORNINGTOKYO!,14,2020.0,11.0,14.5,53.0
1037,2052,Woods,Mac Miller,Circles,14,2020.0,2.0,17.5,48.5
1038,3275,Best Man,Huncho Jack,Huncho Jack Jack Huncho,14,2018.0,2.0,11.5,48.25
1039,685,No Sleep,Caamp,By and By,13,2020.0,8.0,14.0,83.0
1040,26,Can I Call You Tonight?,Dayglow,Fuzzybrain,13,2020.0,8.0,16.0,82.5
1041,1535,Noticed,Lil Mosey,Noticed,13,2020.0,8.0,14.0,82.5
1042,1624,We Are 138,Misfits,Collection 2,13,2019.0,8.0,15.0,82.0
1043,1861,Diane Young,Vampire Weekend,Modern Vampires of the City,13,2018.0,9.0,16.0,81.0
1044,1414,STOP TRYING TO BE GOD,Travis Scott,ASTROWORLD,13,2018.0,8.0,11.0,80.5
1045,2088,Hands On Me,Burns,Hands On Me,13,2018.0,7.0,12.0,80.0
1046,1058,Hey There,Dej Loaf,#AndSeeThatsTheThing,13,2017.0,7.0,10.0,79.0
1047,2048,Faces,Decorator,Transit,13,2020.0,6.0,16.0,78.0
1048,517,People,The 1975,PEOPLE,13,2019.0,10.0,16.0,73.5
1049,1084,My Name Is Human,Highly Suspect,The Boy Who Died Wolf,13,2019.0,8.0,16.0,73.5
1050,588,Fly Shit Only,Future,Evol,13,2017.0,7.0,14.0,72.0
1051,912,Brother's Keeper,Young the Giant,Mirror Master,13,2020.0,9.0,14.0,71.0
1052,1728,Know Yourself,Drake,If You're Reading This It's Too Late,13,2017.0,7.0,17.0,70.5
1053,1147,Jamming,Bob Marley & The Wailers,Bob Marley 3CD,13,2018.0,5.0,15.0,70.0
1054,1591,Hippy Girl,John That,Hippy Girl,13,2018.0,4.0,11.0,70.0
1055,697,Lifestyle,Rich Gang,Lifestyle,13,2017.0,8.0,17.0,69.5
1056,2060,Blasé (Feat. Future & Rae Sremmurd),Ty Dolla $ign,Free TC,13,2017.0,5.0,16.0,68.5
1057,2148,La La Land (feat. YG),Bryce Vine,La La Land (feat. YG),13,2019.0,4.0,15.0,68.0
1058,897,One Night,Lil Yachty,Lil Boat,13,2017.0,10.0,14.0,66.0
1059,2988,Breathe Deeper,Tame Impala,The Slow Rush,13,2020.0,4.0,14.0,64.5
1060,719,Loving Protector Guy,The Districts,Loving Protector Guy,13,2019.0,10.0,13.0,63.5
1061,853,Snap Out of It,Arctic Monkeys,AM,13,2018.0,11.0,13.0,57.5
1062,302,Wine Slow,Gyptian,Wine Slow,13,2017.0,6.0,15.0,57.0
1063,893,BOSS,Lil Pump,Lil Pump,13,2017.0,11.0,12.0,57.0
1064,89,timekeeper,Greyson Chance,timekeeper,13,2019.0,3.0,21.0,56.0
1065,905,Rihanna,Yo Gotti,Rihanna,13,2017.0,7.0,12.0,55.5
1066,1259,What A Wonderful World - Single Version,Louis Armstrong,What A Wonderful World,13,2020.0,5.0,14.0,55.5
1067,1330,Blue Orchid,The White Stripes,Get Behind Me Satan,13,2020.0,2.0,18.0,51.5
1068,788,When You Die,MGMT,Little Dark Age,13,2019.0,3.0,13.0,48.5
1069,2046,Cell,Calpurnia,Cell,12,2020.0,6.5,14.5,81.5
