,Artist,Month,Plays,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
1432,Playboi Carti,4.0,1,"['atl hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop']",0.11702098507462687,0.7883731343283579,192442.31343283586,0.6138656716417912,5.58065671641791e-05,0.24541641791044785,-6.3820149253731335,0.2277029850746268,134.43649253731346,0.42523880597014907,63.88059701492536,1,1,67
1430,Playboi Carti,6.0,1,"['atl hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop']",0.11702098507462687,0.7883731343283579,192442.31343283586,0.6138656716417912,5.58065671641791e-05,0.24541641791044785,-6.3820149253731335,0.2277029850746268,134.43649253731346,0.42523880597014907,63.88059701492536,1,1,67
1427,Quavo,1.0,1,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.1661565714285715,0.7704714285714283,212303.91428571424,0.6369428571428571,0.02469083885714286,0.17243142857142854,-5.491928571428575,0.14608285714285718,137.61552857142857,0.4167085714285714,65.88571428571429,8,1,70
822,DaBaby,2.0,1,"['north carolina hip hop', 'rap']",0.07612854166666665,0.8183645833333335,175049.02083333337,0.6680625000000003,2.23425e-05,0.153890625,-5.9721979166666666,0.2545083333333333,128.18135416666678,0.6035833333333329,67.36458333333333,6,0,96
1426,Quavo,10.0,1,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.1661565714285715,0.7704714285714283,212303.91428571424,0.6369428571428571,0.02469083885714286,0.17243142857142854,-5.491928571428575,0.14608285714285718,137.61552857142857,0.4167085714285714,65.88571428571429,8,1,70
824,Electric Light Orchestra,11.0,1,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.4579446825396828,0.4883412698412696,246274.8492063493,0.5615000000000001,0.06709516746031746,0.2706563492063491,-9.994833333333336,0.04046825396825394,121.57219841269846,0.5293349206349208,39.84126984126985,9,1,252
1425,Oscar Peterson Trio,10.0,1,"['adult standards', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trio', 'soul jazz', 'stride', 'swing', 'vocal jazz']",0.8706877828054308,0.5615475113122169,266440.38009049767,0.20590180995475094,0.5276670458823532,0.1760085972850679,-18.395416289592767,0.04939819004524882,111.30100904977378,0.4621303167420813,25.651583710407238,0,1,221
826,Electric Light Orchestra,7.0,1,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.4579446825396828,0.4883412698412696,246274.8492063493,0.5615000000000001,0.06709516746031746,0.2706563492063491,-9.994833333333336,0.04046825396825394,121.57219841269846,0.5293349206349208,39.84126984126985,9,1,252
1424,Phum Viphurit,1.0,1,['bedroom pop'],0.527,0.7979999999999999,236727.0,0.556,0.00035299999999999996,0.0959,-8.597000000000001,0.0303,109.994,0.627,65.0,11,1,2
828,Electric Light Orchestra,5.0,1,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.4579446825396828,0.4883412698412696,246274.8492063493,0.5615000000000001,0.06709516746031746,0.2706563492063491,-9.994833333333336,0.04046825396825394,121.57219841269846,0.5293349206349208,39.84126984126985,9,1,252
1423,Phum Viphurit,2.0,1,['bedroom pop'],0.527,0.7979999999999999,236727.0,0.556,0.00035299999999999996,0.0959,-8.597000000000001,0.0303,109.994,0.627,65.0,11,1,2
1421,Phum Viphurit,8.0,1,['bedroom pop'],0.527,0.7979999999999999,236727.0,0.556,0.00035299999999999996,0.0959,-8.597000000000001,0.0303,109.994,0.627,65.0,11,1,2
